REF_DATE,GEO,Violations and calls for service,VALUE
22-Feb,"Edmonton, Alberta, municipal [48033]","Breaking and entering, non-residential",370
22-Feb,"Edmonton, Alberta, municipal [48033]","Breaking and entering, residential",111
22-Feb,"Edmonton, Alberta, municipal [48033]",Breaking and entering where location type is unknown,0
22-Feb,"Edmonton, Alberta, municipal [48033]",Motor vehicle theft [2135],332
22-Feb,"Edmonton, Alberta, municipal [48033]",Shoplifting [213],836
22-Feb,"Edmonton, Alberta, municipal [48033]",Fraud/identity theft/identity fraud [216],458
22-Feb,"Edmonton, Alberta, municipal [48033]",Fail to comply with order [3410],1114
22-Feb,"Edmonton, Alberta, municipal [48033]","Impaired driving, operating while impaired [923]",59
22-Feb,"Edmonton, Alberta, municipal [48033]",Provincial/Territorial acts related to COVID-19,0
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, domestic disturbances / disputes",
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, Mental Health Act (MHA) apprehension",
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, mental health - other",
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, suicide/attempted suicide",
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, overdose",
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, child welfare check",
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, check welfare - general",
22-Feb,"Edmonton, Alberta, municipal [48033]","Calls for service, child custody matter - domestic",
22-Feb,"Vancouver, British Columbia, municipal [59023]","Total assaults (levels 1, 2, 3) [141]",377
22-Feb,"Vancouver, British Columbia, municipal [59023]","Assaults by non-family (levels 1, 2, 3)",313
22-Feb,"Vancouver, British Columbia, municipal [59023]","Assaults by family (levels 1, 2, 3)",64
22-Feb,"Vancouver, British Columbia, municipal [59023]",Assaults where relationship type is unknown,0
22-Feb,"Vancouver, British Columbia, municipal [59023]","Total sexual assaults (levels 1, 2, 3) [131]",28
22-Feb,"Vancouver, British Columbia, municipal [59023]","Sexual assaults by non-family (levels 1, 2, 3)",24
22-Feb,"Vancouver, British Columbia, municipal [59023]","Sexual assaults by family (levels 1, 2, 3)",4
22-Feb,"Vancouver, British Columbia, municipal [59023]",Sexual assaults where relationship type is unknown,0
22-Feb,"Vancouver, British Columbia, municipal [59023]",Assault against peace or public officer (level 1) [1460],15
22-Feb,"Vancouver, British Columbia, municipal [59023]",Uttering threats [1627],84
22-Feb,"Vancouver, British Columbia, municipal [59023]",Uttering threats by non-family,72
22-Feb,"Vancouver, British Columbia, municipal [59023]",Uttering threats by family,12
22-Feb,"Vancouver, British Columbia, municipal [59023]",Uttering threats where relationship type is unknown,0
22-Feb,"Vancouver, British Columbia, municipal [59023]",Total robbery [160],46
22-Feb,"Vancouver, British Columbia, municipal [59023]","Dangerous operation, causing death or bodily harm [911]",0
22-Feb,"Vancouver, British Columbia, municipal [59023]","Impaired driving, causing death or bodily harm [921]",0
22-Feb,"Vancouver, British Columbia, municipal [59023]",Total breaking and entering [210],305
22-Feb,"Vancouver, British Columbia, municipal [59023]","Breaking and entering, non-residential",223
22-Feb,"Vancouver, British Columbia, municipal [59023]","Breaking and entering, residential",82
22-Feb,"Vancouver, British Columbia, municipal [59023]",Breaking and entering where location type is unknown,0
22-Feb,"Vancouver, British Columbia, municipal [59023]",Motor vehicle theft [2135],75
22-Feb,"Vancouver, British Columbia, municipal [59023]",Shoplifting [213],357
22-Feb,"Vancouver, British Columbia, municipal [59023]",Fraud/identity theft/identity fraud [216],208
22-Feb,"Vancouver, British Columbia, municipal [59023]",Fail to comply with order [3410],70
22-Feb,"Vancouver, British Columbia, municipal [59023]","Impaired driving, operating while impaired [923]",42
22-Feb,"Vancouver, British Columbia, municipal [59023]",Provincial/Territorial acts related to COVID-19,1
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, domestic disturbances / disputes",357
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, Mental Health Act (MHA) apprehension",3
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, mental health - other",364
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, suicide/attempted suicide",222
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, overdose",4
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, child welfare check",48
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, check welfare - general",988
22-Feb,"Vancouver, British Columbia, municipal [59023]","Calls for service, child custody matter - domestic",4
22-Feb,"Victoria, British Columbia, municipal [59025]","Total assaults (levels 1, 2, 3) [141]",102
22-Feb,"Victoria, British Columbia, municipal [59025]","Assaults by non-family (levels 1, 2, 3)",87
22-Feb,"Victoria, British Columbia, municipal [59025]","Assaults by family (levels 1, 2, 3)",15
22-Feb,"Victoria, British Columbia, municipal [59025]",Assaults where relationship type is unknown,0
22-Feb,"Victoria, British Columbia, municipal [59025]","Total sexual assaults (levels 1, 2, 3) [131]",10
22-Feb,"Victoria, British Columbia, municipal [59025]","Sexual assaults by non-family (levels 1, 2, 3)",8
22-Feb,"Victoria, British Columbia, municipal [59025]","Sexual assaults by family (levels 1, 2, 3)",2
22-Feb,"Victoria, British Columbia, municipal [59025]",Sexual assaults where relationship type is unknown,0
22-Feb,"Victoria, British Columbia, municipal [59025]",Assault against peace or public officer (level 1) [1460],0
22-Feb,"Victoria, British Columbia, municipal [59025]",Uttering threats [1627],26
22-Feb,"Victoria, British Columbia, municipal [59025]",Uttering threats by non-family,25
22-Feb,"Victoria, British Columbia, municipal [59025]",Uttering threats by family,1
22-Feb,"Victoria, British Columbia, municipal [59025]",Uttering threats where relationship type is unknown,0
22-Feb,"Victoria, British Columbia, municipal [59025]",Total robbery [160],4
22-Feb,"Victoria, British Columbia, municipal [59025]","Dangerous operation, causing death or bodily harm [911]",0
22-Feb,"Victoria, British Columbia, municipal [59025]","Impaired driving, causing death or bodily harm [921]",0
22-Feb,"Victoria, British Columbia, municipal [59025]",Total breaking and entering [210],46
22-Feb,"Victoria, British Columbia, municipal [59025]","Breaking and entering, non-residential",35
22-Feb,"Victoria, British Columbia, municipal [59025]","Breaking and entering, residential",11
22-Feb,"Victoria, British Columbia, municipal [59025]",Breaking and entering where location type is unknown,0
22-Feb,"Victoria, British Columbia, municipal [59025]",Motor vehicle theft [2135],15
22-Feb,"Victoria, British Columbia, municipal [59025]",Shoplifting [213],88
22-Feb,"Victoria, British Columbia, municipal [59025]",Fraud/identity theft/identity fraud [216],40
22-Feb,"Victoria, British Columbia, municipal [59025]",Fail to comply with order [3410],22
22-Feb,"Victoria, British Columbia, municipal [59025]","Impaired driving, operating while impaired [923]",10
22-Feb,"Victoria, British Columbia, municipal [59025]",Provincial/Territorial acts related to COVID-19,4
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, domestic disturbances / disputes",
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, Mental Health Act (MHA) apprehension",
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, mental health - other",
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, suicide/attempted suicide",
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, overdose",
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, child welfare check",
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, check welfare - general",
22-Feb,"Victoria, British Columbia, municipal [59025]","Calls for service, child custody matter - domestic",
22-Feb,Royal Canadian Mounted Police [99C01],"Total assaults (levels 1, 2, 3) [141]",6154
22-Feb,Royal Canadian Mounted Police [99C01],"Assaults by non-family (levels 1, 2, 3)",3780
22-Feb,Royal Canadian Mounted Police [99C01],"Assaults by family (levels 1, 2, 3)",1796
22-Feb,Royal Canadian Mounted Police [99C01],Assaults where relationship type is unknown,578
22-Feb,Royal Canadian Mounted Police [99C01],"Total sexual assaults (levels 1, 2, 3) [131]",582
22-Feb,Royal Canadian Mounted Police [99C01],"Sexual assaults by non-family (levels 1, 2, 3)",370
22-Feb,Royal Canadian Mounted Police [99C01],"Sexual assaults by family (levels 1, 2, 3)",133
22-Feb,Royal Canadian Mounted Police [99C01],Sexual assaults where relationship type is unknown,79
22-Feb,Royal Canadian Mounted Police [99C01],Assault against peace or public officer (level 1) [1460],196
22-Feb,Royal Canadian Mounted Police [99C01],Uttering threats [1627],971
22-Feb,Royal Canadian Mounted Police [99C01],Uttering threats by non-family,675
22-Feb,Royal Canadian Mounted Police [99C01],Uttering threats by family,198
22-Feb,Royal Canadian Mounted Police [99C01],Uttering threats where relationship type is unknown,98
22-Feb,Royal Canadian Mounted Police [99C01],Total robbery [160],157
22-Feb,Royal Canadian Mounted Police [99C01],"Dangerous operation, causing death or bodily harm [911]",2
22-Feb,Royal Canadian Mounted Police [99C01],"Impaired driving, causing death or bodily harm [921]",5
22-Feb,Royal Canadian Mounted Police [99C01],Total breaking and entering [210],2681
22-Feb,Royal Canadian Mounted Police [99C01],"Breaking and entering, non-residential",1442
22-Feb,Royal Canadian Mounted Police [99C01],"Breaking and entering, residential",1237
22-Feb,Royal Canadian Mounted Police [99C01],Breaking and entering where location type is unknown,2
22-Feb,Royal Canadian Mounted Police [99C01],Motor vehicle theft [2135],1712
22-Feb,Royal Canadian Mounted Police [99C01],Shoplifting [213],2099
22-Feb,Royal Canadian Mounted Police [99C01],Fraud/identity theft/identity fraud [216],3266
22-Feb,Royal Canadian Mounted Police [99C01],Fail to comply with order [3410],2618
22-Feb,Royal Canadian Mounted Police [99C01],"Impaired driving, operating while impaired [923]",1933
22-Feb,Royal Canadian Mounted Police [99C01],Provincial/Territorial acts related to COVID-19,689
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, domestic disturbances / disputes",
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, Mental Health Act (MHA) apprehension",
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, mental health - other",
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, suicide/attempted suicide",
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, overdose",
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, child welfare check",
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, check welfare - general",
22-Feb,Royal Canadian Mounted Police [99C01],"Calls for service, child custody matter - domestic",
22-Mar,"Total, Selected police services","Total assaults (levels 1, 2, 3) [141]",
22-Mar,"Total, Selected police services","Assaults by non-family (levels 1, 2, 3)",
22-Mar,"Total, Selected police services","Assaults by family (levels 1, 2, 3)",
22-Mar,"Total, Selected police services",Assaults where relationship type is unknown,
22-Mar,"Total, Selected police services","Total sexual assaults (levels 1, 2, 3) [131]",
22-Mar,"Total, Selected police services","Sexual assaults by non-family (levels 1, 2, 3)",
22-Mar,"Total, Selected police services","Sexual assaults by family (levels 1, 2, 3)",
22-Mar,"Total, Selected police services",Sexual assaults where relationship type is unknown,
22-Mar,"Total, Selected police services",Assault against peace or public officer (level 1) [1460],
22-Mar,"Total, Selected police services",Uttering threats [1627],
22-Mar,"Total, Selected police services",Uttering threats by non-family,
22-Mar,"Total, Selected police services",Uttering threats by family,
22-Mar,"Total, Selected police services",Uttering threats where relationship type is unknown,
22-Mar,"Total, Selected police services",Total robbery [160],
22-Mar,"Total, Selected police services","Dangerous operation, causing death or bodily harm [911]",
22-Mar,"Total, Selected police services","Impaired driving, causing death or bodily harm [921]",
22-Mar,"Total, Selected police services",Total breaking and entering [210],
22-Mar,"Total, Selected police services","Breaking and entering, non-residential",
22-Mar,"Total, Selected police services","Breaking and entering, residential",
22-Mar,"Total, Selected police services",Breaking and entering where location type is unknown,
22-Mar,"Total, Selected police services",Motor vehicle theft [2135],
22-Mar,"Total, Selected police services",Shoplifting [213],
22-Mar,"Total, Selected police services",Fraud/identity theft/identity fraud [216],
22-Mar,"Total, Selected police services",Fail to comply with order [3410],
22-Mar,"Total, Selected police services","Impaired driving, operating while impaired [923]",
22-Mar,"Total, Selected police services",Provincial/Territorial acts related to COVID-19,
22-Mar,"Total, Selected police services","Calls for service, domestic disturbances / disputes",
22-Mar,"Total, Selected police services","Calls for service, Mental Health Act (MHA) apprehension",
22-Mar,"Total, Selected police services","Calls for service, mental health - other",
22-Mar,"Total, Selected police services","Calls for service, suicide/attempted suicide",
22-Mar,"Total, Selected police services","Calls for service, overdose",
22-Mar,"Total, Selected police services","Calls for service, child welfare check",
22-Mar,"Total, Selected police services","Calls for service, check welfare - general",
22-Mar,"Total, Selected police services","Calls for service, child custody matter - domestic",
22-Mar,Royal Newfoundland Constabulary [10C01],"Total assaults (levels 1, 2, 3) [141]",141
22-Mar,Royal Newfoundland Constabulary [10C01],"Assaults by non-family (levels 1, 2, 3)",51
22-Mar,Royal Newfoundland Constabulary [10C01],"Assaults by family (levels 1, 2, 3)",21
22-Mar,Royal Newfoundland Constabulary [10C01],Assaults where relationship type is unknown,69
22-Mar,Royal Newfoundland Constabulary [10C01],"Total sexual assaults (levels 1, 2, 3) [131]",18
22-Mar,Royal Newfoundland Constabulary [10C01],"Sexual assaults by non-family (levels 1, 2, 3)",6
22-Mar,Royal Newfoundland Constabulary [10C01],"Sexual assaults by family (levels 1, 2, 3)",1
22-Mar,Royal Newfoundland Constabulary [10C01],Sexual assaults where relationship type is unknown,11
22-Mar,Royal Newfoundland Constabulary [10C01],Assault against peace or public officer (level 1) [1460],7
22-Mar,Royal Newfoundland Constabulary [10C01],Uttering threats [1627],91
22-Mar,Royal Newfoundland Constabulary [10C01],Uttering threats by non-family,5
22-Mar,Royal Newfoundland Constabulary [10C01],Uttering threats by family,5
22-Mar,Royal Newfoundland Constabulary [10C01],Uttering threats where relationship type is unknown,81
22-Mar,Royal Newfoundland Constabulary [10C01],Total robbery [160],21
22-Mar,Royal Newfoundland Constabulary [10C01],"Dangerous operation, causing death or bodily harm [911]",0
22-Mar,Royal Newfoundland Constabulary [10C01],"Impaired driving, causing death or bodily harm [921]",0
22-Mar,Royal Newfoundland Constabulary [10C01],Total breaking and entering [210],74
22-Mar,Royal Newfoundland Constabulary [10C01],"Breaking and entering, non-residential",26
22-Mar,Royal Newfoundland Constabulary [10C01],"Breaking and entering, residential",48
22-Mar,Royal Newfoundland Constabulary [10C01],Breaking and entering where location type is unknown,0
22-Mar,Royal Newfoundland Constabulary [10C01],Motor vehicle theft [2135],32
22-Mar,Royal Newfoundland Constabulary [10C01],Shoplifting [213],254
22-Mar,Royal Newfoundland Constabulary [10C01],Fraud/identity theft/identity fraud [216],95
22-Mar,Royal Newfoundland Constabulary [10C01],Fail to comply with order [3410],99
22-Mar,Royal Newfoundland Constabulary [10C01],"Impaired driving, operating while impaired [923]",33
22-Mar,Royal Newfoundland Constabulary [10C01],Provincial/Territorial acts related to COVID-19,0
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, domestic disturbances / disputes",145
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, Mental Health Act (MHA) apprehension",186
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, mental health - other",5
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, suicide/attempted suicide",5
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, overdose",
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, child welfare check",
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, check welfare - general",195
22-Mar,Royal Newfoundland Constabulary [10C01],"Calls for service, child custody matter - domestic",
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Total assaults (levels 1, 2, 3) [141]",7
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Assaults by non-family (levels 1, 2, 3)",3
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Assaults by family (levels 1, 2, 3)",4
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Assaults where relationship type is unknown,0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Total sexual assaults (levels 1, 2, 3) [131]",1
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Sexual assaults by non-family (levels 1, 2, 3)",1
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Sexual assaults by family (levels 1, 2, 3)",
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Sexual assaults where relationship type is unknown,
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Assault against peace or public officer (level 1) [1460],0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats [1627],1
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats by non-family,1
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats by family,0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats where relationship type is unknown,0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Total robbery [160],0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Dangerous operation, causing death or bodily harm [911]",0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Impaired driving, causing death or bodily harm [921]",0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Total breaking and entering [210],1
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Breaking and entering, non-residential",0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Breaking and entering, residential",1
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Breaking and entering where location type is unknown,0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Motor vehicle theft [2135],0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Shoplifting [213],0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Fraud/identity theft/identity fraud [216],7
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Fail to comply with order [3410],1
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Impaired driving, operating while impaired [923]",5
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]",Provincial/Territorial acts related to COVID-19,0
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, domestic disturbances / disputes",11
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, Mental Health Act (MHA) apprehension",
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, mental health - other",15
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, suicide/attempted suicide",2
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, overdose",
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, child welfare check",
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, check welfare - general",
22-Mar,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, child custody matter - domestic",0
22-Mar,"Montréal, Quebec, municipal [24175]","Total assaults (levels 1, 2, 3) [141]",1100
22-Mar,"Montréal, Quebec, municipal [24175]","Assaults by non-family (levels 1, 2, 3)",780
22-Mar,"Montréal, Quebec, municipal [24175]","Assaults by family (levels 1, 2, 3)",320
22-Mar,"Montréal, Quebec, municipal [24175]",Assaults where relationship type is unknown,0
22-Mar,"Montréal, Quebec, municipal [24175]","Total sexual assaults (levels 1, 2, 3) [131]",142
22-Mar,"Montréal, Quebec, municipal [24175]","Sexual assaults by non-family (levels 1, 2, 3)",120
22-Mar,"Montréal, Quebec, municipal [24175]","Sexual assaults by family (levels 1, 2, 3)",22
22-Mar,"Montréal, Quebec, municipal [24175]",Sexual assaults where relationship type is unknown,0
22-Mar,"Montréal, Quebec, municipal [24175]",Assault against peace or public officer (level 1) [1460],53
22-Mar,"Montréal, Quebec, municipal [24175]",Uttering threats [1627],260
22-Mar,"Montréal, Quebec, municipal [24175]",Uttering threats by non-family,202
22-Mar,"Montréal, Quebec, municipal [24175]",Uttering threats by family,58
22-Mar,"Montréal, Quebec, municipal [24175]",Uttering threats where relationship type is unknown,0
22-Mar,"Montréal, Quebec, municipal [24175]",Total robbery [160],172
22-Mar,"Montréal, Quebec, municipal [24175]","Dangerous operation, causing death or bodily harm [911]",0
22-Mar,"Montréal, Quebec, municipal [24175]","Impaired driving, causing death or bodily harm [921]",4
22-Mar,"Montréal, Quebec, municipal [24175]",Total breaking and entering [210],440
22-Mar,"Montréal, Quebec, municipal [24175]","Breaking and entering, non-residential",174
22-Mar,"Montréal, Quebec, municipal [24175]","Breaking and entering, residential",266
22-Mar,"Montréal, Quebec, municipal [24175]",Breaking and entering where location type is unknown,0
22-Mar,"Montréal, Quebec, municipal [24175]",Motor vehicle theft [2135],1467
22-Mar,"Montréal, Quebec, municipal [24175]",Shoplifting [213],356
22-Mar,"Montréal, Quebec, municipal [24175]",Fraud/identity theft/identity fraud [216],783
22-Mar,"Montréal, Quebec, municipal [24175]",Fail to comply with order [3410],219
22-Mar,"Montréal, Quebec, municipal [24175]","Impaired driving, operating while impaired [923]",139
22-Mar,"Montréal, Quebec, municipal [24175]",Provincial/Territorial acts related to COVID-19,
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, domestic disturbances / disputes",
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, Mental Health Act (MHA) apprehension",
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, mental health - other",
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, suicide/attempted suicide",
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, overdose",
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, child welfare check",
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, check welfare - general",
22-Mar,"Montréal, Quebec, municipal [24175]","Calls for service, child custody matter - domestic",
22-Mar,Quebec Provincial Police [24C01],"Total assaults (levels 1, 2, 3) [141]",1170
22-Mar,Quebec Provincial Police [24C01],"Assaults by non-family (levels 1, 2, 3)",562
22-Mar,Quebec Provincial Police [24C01],"Assaults by family (levels 1, 2, 3)",608
22-Mar,Quebec Provincial Police [24C01],Assaults where relationship type is unknown,0
22-Mar,Quebec Provincial Police [24C01],"Total sexual assaults (levels 1, 2, 3) [131]",244
22-Mar,Quebec Provincial Police [24C01],"Sexual assaults by non-family (levels 1, 2, 3)",154
22-Mar,Quebec Provincial Police [24C01],"Sexual assaults by family (levels 1, 2, 3)",90
22-Mar,Quebec Provincial Police [24C01],Sexual assaults where relationship type is unknown,0
22-Mar,Quebec Provincial Police [24C01],Assault against peace or public officer (level 1) [1460],53
22-Mar,Quebec Provincial Police [24C01],Uttering threats [1627],404
22-Mar,Quebec Provincial Police [24C01],Uttering threats by non-family,283
22-Mar,Quebec Provincial Police [24C01],Uttering threats by family,121
22-Mar,Quebec Provincial Police [24C01],Uttering threats where relationship type is unknown,0
22-Mar,Quebec Provincial Police [24C01],Total robbery [160],13
22-Mar,Quebec Provincial Police [24C01],"Dangerous operation, causing death or bodily harm [911]",3
22-Mar,Quebec Provincial Police [24C01],"Impaired driving, causing death or bodily harm [921]",2
22-Mar,Quebec Provincial Police [24C01],Total breaking and entering [210],283
22-Mar,Quebec Provincial Police [24C01],"Breaking and entering, non-residential",146
22-Mar,Quebec Provincial Police [24C01],"Breaking and entering, residential",137
22-Mar,Quebec Provincial Police [24C01],Breaking and entering where location type is unknown,0
22-Mar,Quebec Provincial Police [24C01],Motor vehicle theft [2135],432
22-Mar,Quebec Provincial Police [24C01],Shoplifting [213],143
22-Mar,Quebec Provincial Police [24C01],Fraud/identity theft/identity fraud [216],1280
22-Mar,Quebec Provincial Police [24C01],Fail to comply with order [3410],407
22-Mar,Quebec Provincial Police [24C01],"Impaired driving, operating while impaired [923]",354
22-Mar,Quebec Provincial Police [24C01],Provincial/Territorial acts related to COVID-19,
22-Mar,Quebec Provincial Police [24C01],"Calls for service, domestic disturbances / disputes",
22-Mar,Quebec Provincial Police [24C01],"Calls for service, Mental Health Act (MHA) apprehension",
22-Mar,Quebec Provincial Police [24C01],"Calls for service, mental health - other",
22-Mar,Quebec Provincial Police [24C01],"Calls for service, suicide/attempted suicide",
22-Mar,Quebec Provincial Police [24C01],"Calls for service, overdose",
22-Mar,Quebec Provincial Police [24C01],"Calls for service, child welfare check",
22-Mar,Quebec Provincial Police [24C01],"Calls for service, check welfare - general",
22-Mar,Quebec Provincial Police [24C01],"Calls for service, child custody matter - domestic",
22-Mar,"Ottawa, Ontario, municipal [35010]","Total assaults (levels 1, 2, 3) [141]",305
22-Mar,"Ottawa, Ontario, municipal [35010]","Assaults by non-family (levels 1, 2, 3)",250
22-Mar,"Ottawa, Ontario, municipal [35010]","Assaults by family (levels 1, 2, 3)",55
22-Mar,"Ottawa, Ontario, municipal [35010]",Assaults where relationship type is unknown,0
22-Mar,"Ottawa, Ontario, municipal [35010]","Total sexual assaults (levels 1, 2, 3) [131]",75
22-Mar,"Ottawa, Ontario, municipal [35010]","Sexual assaults by non-family (levels 1, 2, 3)",62
22-Mar,"Ottawa, Ontario, municipal [35010]","Sexual assaults by family (levels 1, 2, 3)",13
22-Mar,"Ottawa, Ontario, municipal [35010]",Sexual assaults where relationship type is unknown,0
22-Mar,"Ottawa, Ontario, municipal [35010]",Assault against peace or public officer (level 1) [1460],
22-Mar,"Ottawa, Ontario, municipal [35010]",Uttering threats [1627],114
22-Mar,"Ottawa, Ontario, municipal [35010]",Uttering threats by non-family,
22-Mar,"Ottawa, Ontario, municipal [35010]",Uttering threats by family,
22-Mar,"Ottawa, Ontario, municipal [35010]",Uttering threats where relationship type is unknown,114
22-Mar,"Ottawa, Ontario, municipal [35010]",Total robbery [160],29
22-Mar,"Ottawa, Ontario, municipal [35010]","Dangerous operation, causing death or bodily harm [911]",0
22-Mar,"Ottawa, Ontario, municipal [35010]","Impaired driving, causing death or bodily harm [921]",0
22-Mar,"Ottawa, Ontario, municipal [35010]",Total breaking and entering [210],215
22-Mar,"Ottawa, Ontario, municipal [35010]","Breaking and entering, non-residential",149
22-Mar,"Ottawa, Ontario, municipal [35010]","Breaking and entering, residential",66
22-Mar,"Ottawa, Ontario, municipal [35010]",Breaking and entering where location type is unknown,0
22-Mar,"Ottawa, Ontario, municipal [35010]",Motor vehicle theft [2135],109
22-Mar,"Ottawa, Ontario, municipal [35010]",Shoplifting [213],732
22-Mar,"Ottawa, Ontario, municipal [35010]",Fraud/identity theft/identity fraud [216],493
22-Mar,"Ottawa, Ontario, municipal [35010]",Fail to comply with order [3410],273
22-Mar,"Ottawa, Ontario, municipal [35010]","Impaired driving, operating while impaired [923]",48
22-Mar,"Ottawa, Ontario, municipal [35010]",Provincial/Territorial acts related to COVID-19,0
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, domestic disturbances / disputes",474
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, Mental Health Act (MHA) apprehension",191
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, mental health - other",333
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, suicide/attempted suicide",10
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, overdose",20
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, child welfare check",
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, check welfare - general",
22-Mar,"Ottawa, Ontario, municipal [35010]","Calls for service, child custody matter - domestic",24
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Total assaults (levels 1, 2, 3) [141]",120
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Assaults by non-family (levels 1, 2, 3)",
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Assaults by family (levels 1, 2, 3)",
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]",Assaults where relationship type is unknown,120
22-Mar,"Halton Region (Oakville/Burlington), Ontario, municipal [35048]","Total sexual assaults (levels 1, 2, 3) [131]",24
